wiki-5318.p.32.s.1.xml	test
wiki-5318.p.26.s.2.xml	test
wiki-5318.p.9.s.1.xml	test
wiki-5318.p.16.s.5.xml	test
wiki-5318.p.12.s.5.xml	test
wiki-5318.p.6.s.2.xml	test
wiki-5318.p.28.s.1.xml	test
wiki-5318.p.12.s.6.xml	test
wiki-5318.p.4.s.1.xml	test
wiki-5318.p.17.s.3.xml	test
wiki-5318.p.4.s.3.xml	test
wiki-5318.p.31.s.3.xml	test
wiki-5318.p.11.s.3.xml	test
wiki-5318.p.22.s.2.xml	train
dpc-bmm-001091-nl-sen.p.6.s.5.xml	test
dpc-bmm-001091-nl-sen.p.6.s.1.xml	test
dpc-bmm-001091-nl-sen.p.7.s.2.xml	test
dpc-bmm-001091-nl-sen.p.1.s.1.xml	test
dpc-bmm-001091-nl-sen.p.6.s.2.xml	test
dpc-bmm-001091-nl-sen.p.7.s.9.xml	test
wiki-1820.p.11.s.1.xml	test
dpc-bmm-001104-nl-sen.p.3.s.2.xml	test
dpc-bmm-001104-nl-sen.p.4.s.2.xml	train
WR-P-P-I-0000000219.p.3.s.1.xml	test
WR-P-P-I-0000000219.p.2.s.1.xml	test
WR-P-P-I-0000000219.p.6.s.4.xml	train
WR-P-P-I-0000000219.p.4.s.2.xml	test
WR-P-P-I-0000000219.p.7.s.8.xml	train
WR-P-P-I-0000000117.p.1.s.3.xml	test
dpc-ind-001641-nl-sen.p.19.s.3.xml	test
dpc-ind-001641-nl-sen.p.16.s.3.xml	test
dpc-ind-001641-nl-sen.p.20.s.2.xml	test
dpc-ind-001641-nl-sen.p.22.s.2.xml	train
dpc-ind-001641-nl-sen.p.8.s.2.xml	test
dpc-ind-001641-nl-sen.p.33.s.1.xml	test
dpc-ind-001641-nl-sen.p.16.s.1.xml	test
dpc-ind-001641-nl-sen.p.30.s.2.xml	test
WS-U-E-A-0000000211.p.2.s.1.xml	train
WS-U-E-A-0000000211.p.18.s.2.xml	test
WS-U-E-A-0000000211.p.31.s.1.xml	test
WS-U-E-A-0000000211.p.28.s.2.xml	train
WS-U-E-A-0000000211.p.23.s.2.xml	test
WS-U-E-A-0000000211.p.22.s.2.xml	test
WS-U-E-A-0000000211.p.16.s.1.xml	test
WS-U-E-A-0000000211.p.13.s.1.xml	test
WS-U-E-A-0000000211.p.24.s.1.xml	test
WS-U-E-A-0000000211.p.17.s.10.xml	test
WS-U-E-A-0000000211.p.20.s.3.xml	test
WR-P-P-I-0000000077.p.3.s.2.xml	test
WR-P-P-I-0000000077.p.1.s.2.xml	test
WR-P-P-H-0000000104.p.3.s.2.xml	test
WR-P-P-C-0000000041.txt-3.2.xml	test
WR-P-P-C-0000000041.txt-1.2.xml	test
WR-P-P-C-0000000041.txt-4.xml	train
WR-P-P-I-0000000006.p.1.s.3.xml	test
WR-P-P-H-0000000076.p.6.s.4.xml	test
WR-P-P-H-0000000076.p.7.s.2.xml	test
WR-P-P-H-0000000076.p.5.s.1.xml	train
WR-P-P-H-0000000076.p.7.s.1.xml	test
WR-P-P-I-0000000069.p.3.s.2.xml	test
dpc-ind-001642-nl-sen.p.6.s.1.xml	train
dpc-ind-001642-nl-sen.p.11.s.4.xml	test
dpc-ind-001642-nl-sen.p.17.s.3.xml	test
dpc-ind-001642-nl-sen.p.7.s.1.xml	test
dpc-ind-001642-nl-sen.p.15.s.4.xml	train
dpc-ind-001642-nl-sen.p.10.s.3.xml	test
dpc-ind-001642-nl-sen.p.15.s.3.xml	train
dpc-ind-001642-nl-sen.p.15.s.2.xml	test
WS-U-E-A-0000000229.p.33.s.5.xml	train
WS-U-E-A-0000000229.p.9.s.7.xml	test
WS-U-E-A-0000000229.p.44.s.1.xml	test
WS-U-E-A-0000000229.p.5.s.4.xml	test
WS-U-E-A-0000000229.p.29.s.2.xml	test
WS-U-E-A-0000000229.p.15.s.2.xml	test
WS-U-E-A-0000000229.p.35.s.4.xml	test
WS-U-E-A-0000000229.p.44.s.2.xml	test
WS-U-E-A-0000000229.p.34.s.3.xml	train
WS-U-E-A-0000000229.p.12.s.1.xml	test
WR-P-P-C-0000000055.txt-227.2.xml	test
WR-P-P-C-0000000055.txt-172.1.xml	test
WR-P-P-C-0000000055.txt-196.xml	test
WR-P-P-C-0000000055.txt-38.xml	test
WR-P-P-C-0000000055.txt-121.xml	test
WR-P-P-C-0000000055.txt-208.xml	test
WR-P-P-C-0000000055.txt-54.xml	test
WR-P-P-C-0000000055.txt-221.3.xml	test
WR-P-P-C-0000000055.txt-41.xml	test
WR-P-P-C-0000000055.txt-262.xml	test
WR-P-P-C-0000000055.txt-220.xml	test
WR-P-P-C-0000000055.txt-36.xml	test
WR-P-P-C-0000000055.txt-133.xml	test
WR-P-P-C-0000000055.txt-181.xml	test
WR-P-P-C-0000000055.txt-218.xml	test
WR-P-P-C-0000000055.txt-117.xml	train
WR-P-P-C-0000000055.txt-233.2.xml	train
WR-P-P-C-0000000055.txt-203.xml	test
WR-P-P-C-0000000055.txt-257.xml	test
WR-P-P-C-0000000055.txt-34.xml	test
WR-P-P-C-0000000055.txt-136.xml	test
WR-P-P-C-0000000055.txt-19.xml	test
WR-P-P-C-0000000055.txt-31.xml	test
WR-P-P-C-0000000055.txt-153.2.xml	test
WR-P-P-I-0000000034.p.4.s.2.xml	test
WR-P-P-I-0000000034.p.1.s.1.xml	test
WR-P-P-I-0000000192.p.1.s.2.xml	test
WR-P-P-H-0000000033.p.1.s.7.xml	test
WR-P-E-I-0000051928.p.1.s.54.xml	test
WR-P-E-I-0000051928.p.1.s.77.xml	test
WR-P-E-I-0000051928.p.1.s.11.xml	test
WR-P-E-I-0000051928.p.1.s.44.xml	test
WR-P-E-I-0000051928.p.1.s.88.xml	test
WR-P-E-I-0000051928.p.1.s.136.xml	test
WR-P-E-I-0000051928.p.1.s.71.xml	test
WR-P-E-I-0000051928.p.1.s.43.xml	test
WR-P-E-I-0000051928.p.1.s.86.xml	test
WR-P-E-I-0000051928.p.1.s.168.xml	train
WR-P-E-I-0000051928.p.1.s.2.xml	test
WR-P-E-I-0000051928.p.1.s.156.xml	test
WR-P-E-I-0000051928.p.1.s.131.xml	test
WR-P-E-I-0000051928.p.1.s.48.xml	test
WR-P-E-I-0000051928.p.1.s.39.xml	test
WR-P-E-I-0000051928.p.1.s.1.xml	test
WR-P-E-I-0000051928.p.1.s.4.xml	test
WR-P-E-I-0000051928.p.1.s.113.xml	test
WR-P-E-I-0000051928.p.1.s.110.xml	test
WR-P-E-I-0000051928.p.1.s.148.xml	test
WR-P-E-I-0000051928.p.1.s.94.xml	test
WR-P-E-I-0000051928.p.1.s.3.1.xml	test
WR-P-E-I-0000051928.p.1.s.141.xml	train
WR-P-P-I-0000000205.p.1.s.4.xml	train
WR-P-P-I-0000000205.p.5.s.1.xml	test
WR-P-P-I-0000000193.p.1.s.2.xml	test
WR-P-P-H-0000000053.p.1.s.3.xml	test
WR-P-P-H-0000000053.p.6.s.2.xml	train
dpc-bmm-001096-nl-sen.p.3.s.1.xml	test
dpc-bmm-001096-nl-sen.p.5.s.2.xml	test
dpc-bmm-001096-nl-sen.p.4.s.1.xml	test
WR-P-P-I-0000000004.p.1.s.4.xml	test
WR-P-P-I-0000000004.p.1.s.3.xml	train
WR-P-E-J-0000000030.p.6.s.3.xml	test
WR-P-E-J-0000000030.p.9.s.2.xml	test
WR-P-E-J-0000000030.p.10.s.2.xml	test
WR-P-E-J-0000000030.p.18.s.2.xml	test
WR-P-E-J-0000000030.p.15.s.2.xml	test
WR-P-E-J-0000000030.p.8.s.2.xml	dev
WR-P-E-J-0000000030.p.20.s.2.xml	test
wiki-6930.p.5.s.4.xml	test
wiki-6930.p.3.s.12.xml	test
wiki-6930.p.2.s.4.xml	train
wiki-6930.p.3.s.13.xml	train
WR-P-E-I-0000000332.p.4.s.74.2.xml	train
WR-P-E-I-0000000332.p.4.s.11.xml	test
WR-P-E-I-0000000332.p.4.s.325.xml	test
WR-P-E-I-0000000332.p.4.s.185.xml	test
WR-P-E-I-0000000332.p.4.s.60.xml	test
WR-P-E-I-0000000332.p.4.s.257.xml	train
WR-P-E-I-0000000332.p.1.s.1.xml	train
WR-P-E-I-0000000332.p.4.s.231.2.xml	train
WR-P-E-I-0000000332.p.4.s.161.xml	test
WR-P-E-I-0000000332.p.4.s.176.1.xml	test
WR-P-E-I-0000000332.p.4.s.243.xml	dev
WR-P-E-I-0000000332.p.4.s.158.xml	train
WR-P-E-I-0000000332.p.4.s.63.xml	test
WR-P-E-I-0000000332.p.4.s.13.xml	train
WR-P-E-I-0000000332.p.4.s.143.xml	train
WR-P-E-I-0000000332.p.4.s.193.xml	test
WR-P-E-I-0000000332.p.4.s.14.xml	dev
WR-P-E-I-0000000332.p.4.s.102.xml	test
WR-P-E-I-0000000332.p.4.s.136.xml	train
WR-P-E-I-0000000332.p.4.s.333.xml	train
WR-P-E-I-0000000332.p.4.s.290.1.xml	test
WR-P-E-I-0000000332.p.4.s.159.xml	test
WR-P-E-I-0000000332.p.4.s.171.xml	train
WR-P-E-I-0000000332.p.4.s.324.xml	train
WR-P-E-I-0000000332.p.4.s.174.xml	test
WR-P-E-I-0000000332.p.4.s.303.xml	train
WR-P-E-I-0000000332.p.4.s.168.xml	train
WR-P-E-I-0000000332.p.4.s.89.2.xml	test
WR-P-E-I-0000000332.p.4.s.329.xml	test
WR-P-E-I-0000000332.p.4.s.142.xml	test
WR-P-E-I-0000000332.p.4.s.298.2.xml	test
WR-P-E-I-0000000332.p.4.s.175.xml	train
WR-P-E-I-0000000332.p.4.s.7.xml	test
WR-P-E-I-0000000332.p.4.s.31.xml	test
WR-P-E-I-0000000332.p.4.s.321.xml	train
WR-P-E-I-0000000332.p.4.s.83.xml	train
WR-P-E-I-0000000332.p.4.s.199.xml	train
WR-P-E-I-0000000332.p.4.s.121.xml	test
WR-P-E-I-0000000332.p.4.s.197.2.xml	train
WR-P-E-I-0000000332.p.3.s.2.xml	test
WR-P-E-I-0000000332.p.4.s.153.xml	test
WR-P-E-I-0000000332.p.4.s.87.xml	test
WR-P-E-I-0000000332.p.4.s.141.xml	test
WR-P-E-I-0000000332.p.4.s.235.xml	test
WR-P-E-I-0000000332.p.4.s.81.xml	test
WR-P-E-I-0000000332.p.4.s.110.xml	test
WR-P-E-I-0000000332.p.4.s.183.2.xml	test
WR-P-E-I-0000000332.p.4.s.287.xml	train
WR-P-E-I-0000000332.p.4.s.332.xml	train
WR-P-E-I-0000000332.p.4.s.21.xml	test
WR-P-E-I-0000000332.p.4.s.179.xml	test
WR-P-E-I-0000000332.p.4.s.92.xml	train
WR-P-E-I-0000000332.p.4.s.70.xml	test
WR-P-E-I-0000000332.p.4.s.33.xml	test
WR-P-E-I-0000000332.p.4.s.189.xml	test
WR-P-E-I-0000000332.p.4.s.59.xml	test
dpc-riz-001064-nl-sen.p.6.s.2.xml	dev
WR-P-P-H-0000000037.p.6.s.2.xml	test
WR-P-P-H-0000000037.p.10.s.5.xml	test
WR-P-P-H-0000000037.p.16.s.5.xml	train
WR-P-P-H-0000000037.p.18.s.1.xml	train
WR-P-P-H-0000000037.p.13.s.6.xml	test
WR-P-P-H-0000000037.p.12.s.1.xml	train
dpc-rou-000988-nl-sen.p.14.s.1.xml	test
WS-U-E-A-0000000223.p.30.s.2.xml	test
WS-U-E-A-0000000223.p.27.s.5.xml	test
WS-U-E-A-0000000223.p.12.s.1.xml	test
WS-U-E-A-0000000223.p.40.s.2.xml	train
WS-U-E-A-0000000223.p.7.s.3.xml	dev
WS-U-E-A-0000000223.p.44.s.7.xml	test
WS-U-E-A-0000000223.p.40.s.3.xml	test
WS-U-E-A-0000000223.p.38.s.3.xml	test
WS-U-E-A-0000000223.p.18.s.7.xml	train
WS-U-E-A-0000000223.p.44.s.5.xml	test
WS-U-E-A-0000000223.p.31.s.2.xml	test
WS-U-E-A-0000000223.p.23.s.1.xml	test
WS-U-E-A-0000000223.p.21.s.1.xml	train
WS-U-E-A-0000000223.p.26.s.5.xml	test
WS-U-E-A-0000000223.p.38.s.8.xml	test
WS-U-E-A-0000000223.p.8.s.1.xml	train
WS-U-E-A-0000000223.p.45.s.1.xml	test
WS-U-E-A-0000000223.p.47.s.4.xml	train
WS-U-E-A-0000000223.p.37.s.2.xml	test
WR-P-P-C-0000000058.p.75.s.1.xml	test
WR-P-P-C-0000000058.p.65.s.1.xml	test
WR-P-P-C-0000000058.p.73.s.1.xml	test
WR-P-P-C-0000000058.p.38.s.1.xml	test
WR-P-P-C-0000000058.p.93.s.1.xml	test
WR-P-P-C-0000000058.p.10.s.1.xml	test
WR-P-P-C-0000000058.p.46.s.1.xml	test
